airline,flightNumber,origin,destination,daysOfWeek,scheduledDepartureTime,scheduledArrivalTime,validFrom,validTo
IndiGo,5322,Bengaluru,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:30,07:20,2021-10-27,2022-03-28
IndiGo,5324,Bengaluru,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:05,07:50,2021-10-27,2022-03-28
IndiGo,424,Bengaluru,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:00,08:50,2021-10-27,2022-03-28
IndiGo,346,Bengaluru,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:20,12:10,2021-10-27,2022-03-28
IndiGo,414,Bengaluru,Mumbai,Monday,12:10,14:35,2021-10-27,2022-03-28
IndiGo,414,Bengaluru,Mumbai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:55,14:35,2021-10-27,2022-03-28
IndiGo,6128,Bengaluru,Mumbai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:50,16:30,2021-10-27,2022-03-28
IndiGo,361,Bengaluru,Mumbai,Monday,15:30,17:20,2021-10-27,2022-03-28
IndiGo,361,Bengaluru,Mumbai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30,17:20,2021-10-27,2022-03-28
IndiGo,6449,Bengaluru,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:15,20:20,2021-10-27,2022-03-28
IndiGo,5348,Bengaluru,Mumbai,Monday,19:40,21:30,2021-10-27,2022-03-28
IndiGo,5348,Bengaluru,Mumbai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:40,21:30,2021-10-27,2022-03-28
IndiGo,6794,Bengaluru,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:50,23:40,2021-10-27,2022-03-28
IndiGo,849,Bengaluru,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:15,00:55,2021-10-27,2022-03-28
IndiGo,787,Ranchi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:05,19:35,2021-03-31,2021-10-26
IndiGo,655,Indore,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:25,08:50,2021-03-31,2021-10-26
IndiGo,6904,Indore,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:00,14:25,2021-03-31,2021-10-26
IndiGo,403,Indore,Mumbai,Saturday,14:10,15:20,2021-03-31,2021-10-20
IndiGo,587,Indore,Mumbai,Friday,20:00,21:30,2021-04-06,2021-10-26
IndiGo,587,Indore,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",20:00,21:30,2021-03-31,2021-10-25
IndiGo,568,Vadodara,Mumbai,Monday,08:05,09:10,2021-04-02,2021-10-22
IndiGo,568,Vadodara,Mumbai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:05,09:10,2021-03-31,2021-10-26
IndiGo,446,Vadodara,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:10,18:25,2021-03-31,2021-10-26
IndiGo,5915,Allahabad,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:40,15:50,2021-10-27,2022-03-28
IndiGo,802,Raipur,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:50,13:45,2021-03-31,2021-10-26
IndiGo,804,Raipur,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:45,18:40,2021-03-31,2021-10-26
IndiGo,264,Chandigarh,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",12:15,14:45,2021-04-01,2021-10-26
IndiGo,463,Chandigarh,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",14:35,17:00,2021-04-01,2021-10-26
IndiGo,264,Chandigarh,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",12:10,14:40,2021-10-28,2022-03-28
IndiGo,463,Chandigarh,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:40,17:20,2021-10-27,2022-03-28
IndiGo,748,Udaipur,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:45,11:25,2021-03-31,2021-10-26
IndiGo,753,Udaipur,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:15,16:45,2021-03-31,2021-10-26
IndiGo,831,Guwahati,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:40,12:00,2021-03-31,2021-10-26
IndiGo,433,Guwahati,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:20,20:40,2021-03-31,2021-10-26
IndiGo,782,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:00,11:00,2021-03-31,2021-10-26
IndiGo,621,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:25,14:30,2021-03-31,2021-10-26
IndiGo,998,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:15,19:15,2021-03-31,2021-10-26
IndiGo,495,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:45,08:40,2021-10-28,2022-03-28
IndiGo,782,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:50,11:00,2021-10-27,2022-03-28
IndiGo,917,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:25,14:30,2021-10-27,2022-03-28
IndiGo,5341,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:40,17:40,2021-10-27,2022-03-28
IndiGo,998,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:10,19:20,2021-10-27,2022-03-28
IndiGo,6183,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:35,23:55,2021-10-27,2022-03-28
IndiGo,453,Coimbatore,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:50,09:50,2021-03-31,2021-10-26
IndiGo,598,Coimbatore,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:20,16:15,2021-03-31,2021-10-26
IndiGo,453,Coimbatore,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:50,09:50,2021-10-27,2022-03-28
IndiGo,598,Coimbatore,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:20,16:20,2021-10-27,2022-03-28
IndiGo,5302,Bhopal,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:25,11:00,2021-10-27,2022-03-28
IndiGo,6097,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:15,14:40,2021-03-31,2021-10-26
IndiGo,813,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:30,16:00,2021-03-31,2021-10-26
IndiGo,712,Goa,Mumbai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:45,16:05,2021-03-31,2021-10-26
IndiGo,418,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:05,18:30,2021-03-31,2021-10-26
IndiGo,468,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:05,19:35,2021-03-31,2021-10-26
IndiGo,496,Kolkata,Mumbai,Friday,07:05,09:55,2021-04-06,2021-10-26
IndiGo,429,Kolkata,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:55,13:45,2021-03-31,2021-10-26
IndiGo,326,Kolkata,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:45,17:40,2021-03-31,2021-10-26
IndiGo,757,Kolkata,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:00,20:00,2021-03-31,2021-10-26
IndiGo,295,Mangalore,Mumbai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:10,13:50,2021-03-31,2021-10-26
IndiGo,295,Mangalore,Mumbai,Monday,16:05,17:45,2021-04-02,2021-10-22
IndiGo,459,Mangalore,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:00,19:40,2021-03-31,2021-10-26
IndiGo,7191,Tirupati,Kolhapur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:00,14:10,2021-04-30,2021-10-26
IndiGo,879,Hyderabad,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:35,11:45,2021-03-31,2021-10-26
IndiGo,366,Hyderabad,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:15,12:30,2021-03-31,2021-10-26
IndiGo,626,Hyderabad,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:55,17:00,2021-03-31,2021-10-26
IndiGo,611,Hyderabad,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:50,18:05,2021-03-31,2021-10-26
IndiGo,773,Hyderabad,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:35,18:50,2021-03-31,2021-10-26
IndiGo,2197,Delhi,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:25,21:35,2021-03-31,2021-10-26
IndiGo,531,Kochi,Visakhapatnam,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:10,16:20,2021-03-31,2021-10-26
IndiGo,208,Bengaluru,Visakhapatnam,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",16:50,18:20,2021-03-31,2021-10-26
IndiGo,288,Bengaluru,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:35,07:05,2021-10-27,2022-03-28
IndiGo,409,Bengaluru,Visakhapatnam,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:40,14:10,2021-10-27,2022-03-28
IndiGo,208,Bengaluru,Visakhapatnam,"Sunday,Wednesday,Thursday,Friday,Saturday",16:35,18:05,2021-10-27,2022-03-28
IndiGo,208,Bengaluru,Visakhapatnam,Tuesday,16:35,18:05,2021-10-27,2022-03-28
IndiGo,208,Bengaluru,Visakhapatnam,Monday,17:00,18:05,2021-10-27,2022-03-28
IndiGo,557,Chennai,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:40,08:10,2021-03-31,2021-10-26
IndiGo,882,Chennai,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:55,19:15,2021-03-31,2021-10-26
IndiGo,557,Chennai,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:40,07:55,2021-10-27,2022-03-28
IndiGo,882,Chennai,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:25,19:55,2021-10-27,2022-03-28
IndiGo,512,Kolkata,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:20,14:00,2021-03-31,2021-10-26
IndiGo,2894,Delhi,Amritsar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:30,22:45,2021-03-31,2021-10-26
IndiGo,2024,Delhi,Amritsar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:20,07:50,2021-12-01,2022-02-15
IndiGo,453,Mumbai,Amritsar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:40,13:05,2021-03-31,2021-10-26
IndiGo,477,Bengaluru,Amritsar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",09:55,13:10,2021-10-27,2022-03-28
IndiGo,477,Bengaluru,Amritsar,Friday,09:55,13:10,2021-10-27,2022-03-28
IndiGo,894,Guwahati,Amritsar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:10,19:20,2021-03-31,2021-10-26
IndiGo,217,Chennai,Amritsar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:05,18:30,2021-04-30,2021-10-26
IndiGo,478,Srinagar,Amritsar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:50,15:55,2021-03-31,2021-10-26
IndiGo,2615,Delhi,Imphal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:00,13:55,2021-03-31,2021-10-26
IndiGo,911,Bengaluru,Imphal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:45,15:00,2021-12-01,2022-03-28
IndiGo,251,Guwahati,Imphal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:15,09:15,2021-03-31,2021-10-26
IndiGo,939,Guwahati,Imphal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:50,11:50,2021-03-31,2021-10-26
IndiGo,186,Guwahati,Imphal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:20,13:15,2021-03-31,2021-10-26
IndiGo,358,Agartala,Imphal,"Sunday,Wednesday,Friday",13:05,13:55,2021-10-28,2022-03-28
IndiGo,6114,Kolkata,Imphal,"Monday,Tuesday,Thursday,Saturday",11:30,12:50,2021-03-31,2021-10-25
IndiGo,874,Kolkata,Imphal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:30,15:00,2021-03-31,2021-10-26
IndiGo,7153,Hyderabad,Rajahmundry,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:10,12:25,2021-03-31,2021-10-26
IndiGo,7123,Hyderabad,Rajahmundry,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:25,15:50,2021-03-31,2021-10-26
IndiGo,7155,Hyderabad,Rajahmundry,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:35,16:55,2021-03-31,2021-10-26
IndiGo,7107,Bengaluru,Rajahmundry,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:40,11:30,2021-10-27,2022-03-28
IndiGo,7231,Bengaluru,Rajahmundry,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:05,17:55,2021-10-27,2022-03-28
IndiGo,7231,Bengaluru,Rajahmundry,Monday,16:05,17:55,2021-10-27,2022-03-28
IndiGo,7125,Chennai,Rajahmundry,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:15,19:55,2021-03-31,2021-10-26
IndiGo,7125,Chennai,Rajahmundry,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:20,20:55,2021-10-27,2022-03-28
IndiGo,982,Hyderabad,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:35,11:35,2021-03-31,2021-10-26
IndiGo,738,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:20,10:00,2021-03-31,2021-10-26
IndiGo,6126,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:20,14:00,2021-03-31,2021-10-26
IndiGo,581,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:15,15:50,2021-03-31,2021-10-26
IndiGo,653,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:40,17:20,2021-03-31,2021-10-26
IndiGo,634,Lucknow,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:15,09:15,2021-03-31,2021-10-26
IndiGo,342,Lucknow,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:10,18:10,2021-03-31,2021-10-26
IndiGo,787,Mumbai,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:40,15:15,2021-03-31,2021-10-26
IndiGo,902,Bengaluru,Patna,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:05,17:40,2021-03-31,2021-10-26
IndiGo,897,Bengaluru,Patna,Monday,15:10,17:40,2021-04-02,2021-10-22
IndiGo,485,Bengaluru,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:50,14:25,2021-10-27,2022-03-28
IndiGo,902,Bengaluru,Patna,Monday,15:05,17:35,2021-10-27,2022-03-28
IndiGo,902,Bengaluru,Patna,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:05,17:35,2021-10-27,2022-03-28
IndiGo,6325,Ranchi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:55,18:45,2021-03-31,2021-10-26
IndiGo,6147,Guwahati,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:00,22:30,2021-03-31,2021-10-26
IndiGo,811,Kolkata,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:35,12:55,2021-03-31,2021-10-26
IndiGo,633,Kolkata,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:30,19:45,2021-03-31,2021-10-26
IndiGo,6685,Ahmedabad,Jodhpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30,16:30,2021-10-27,2022-03-28
IndiGo,201,Bengaluru,Jodhpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:40,12:05,2021-10-27,2022-03-28
IndiGo,6316,Hyderabad,Gorakhpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:55,12:05,2021-04-30,2021-10-26
IndiGo,826,Delhi,Gorakhpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:35,11:10,2021-03-31,2021-10-26
IndiGo,133,Bengaluru,Gorakhpur,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:10,13:45,2021-10-27,2022-03-28
IndiGo,133,Bengaluru,Gorakhpur,Monday,11:10,13:45,2021-10-27,2022-03-28
IndiGo,6318,Kolkata,Gorakhpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:40,16:00,2021-04-30,2021-10-26
IndiGo,444,Hyderabad,Dehradun,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:30,16:00,2021-03-31,2021-10-26
IndiGo,818,Delhi,Dehradun,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:20,12:10,2021-03-31,2021-10-26
IndiGo,966,Delhi,Dehradun,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:55,13:45,2021-03-31,2021-10-26
IndiGo,657,Delhi,Dehradun,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:30,07:30,2021-12-01,2022-03-28
IndiGo,577,Lucknow,Dehradun,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:00,15:20,2021-03-31,2021-10-26
IndiGo,223,Mumbai,Dehradun,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:20,15:30,2021-03-31,2021-10-26
IndiGo,911,Bengaluru,Dehradun,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:50,15:40,2021-10-27,2021-11-30
IndiGo,293,Hyderabad,Port Blair,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:40,12:25,2021-03-31,2021-10-26
IndiGo,368,Bengaluru,Port Blair,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",04:30,06:55,2021-10-27,2022-03-28
IndiGo,188,Chennai,Port Blair,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:25,10:40,2021-03-31,2021-10-26
IndiGo,6213,Chennai,Port Blair,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:55,15:20,2021-03-31,2021-10-26
IndiGo,6213,Chennai,Port Blair,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",04:20,06:45,2021-10-27,2022-03-28
IndiGo,282,Kolkata,Port Blair,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:35,09:50,2021-03-31,2021-10-26
IndiGo,7169,Hyderabad,Kannur International Airport,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:00,11:15,2021-03-31,2021-10-26
IndiGo,7974,Thiruvananthapuram,Kannur International Airport,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:45,16:10,2021-03-31,2021-10-26
IndiGo,7976,Kochi,Kannur International Airport,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:35,12:45,2021-03-31,2021-10-26
IndiGo,7228,Bengaluru,Kannur International Airport,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:10,21:35,2021-03-31,2021-10-26
IndiGo,7974,Bengaluru,Kannur International Airport,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:35,17:00,2021-10-27,2022-03-28
IndiGo,7971,Chennai,Kannur International Airport,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:50,16:45,2021-03-31,2021-10-26
IndiGo,7981,Hubli,Kannur International Airport,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:50,20:10,2021-03-31,2021-10-26
IndiGo,644,Hyderabad,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",08:50,10:45,2021-04-01,2021-10-26
IndiGo,6361,Hyderabad,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",11:55,13:40,2021-04-01,2021-10-26
IndiGo,6644,Hyderabad,Ahmedabad,Saturday,13:30,15:15,2021-03-31,2021-10-20
IndiGo,719,Hyderabad,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30,17:25,2021-03-31,2021-10-26
IndiGo,517,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:40,08:15,2021-03-31,2021-10-26
IndiGo,6373,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",07:40,09:20,2021-04-01,2021-10-26
IndiGo,161,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",11:05,12:35,2021-04-01,2021-10-26
IndiGo,432,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:40,15:10,2021-03-31,2021-10-26
IndiGo,153,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:55,19:30,2021-03-31,2021-10-26
IndiGo,658,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:45,22:20,2021-03-31,2021-10-26
IndiGo,607,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:45,23:15,2021-03-31,2021-10-26
IndiGo,517,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:30,08:05,2021-10-27,2022-03-28
IndiGo,6054,Bagdogra,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:35,15:25,2021-10-27,2022-03-28
IndiGo,856,Lucknow,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:05,22:55,2021-03-31,2021-10-26
IndiGo,543,Kochi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",12:05,14:45,2021-04-01,2021-10-26
IndiGo,668,Kochi,Ahmedabad,Monday,17:45,20:20,2021-04-02,2021-10-22
IndiGo,213,Mumbai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:25,08:45,2021-03-31,2021-10-26
IndiGo,181,Mumbai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",12:20,13:30,2021-04-01,2021-10-26
IndiGo,361,Mumbai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:00,19:15,2021-03-31,2021-10-26
IndiGo,639,Mumbai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:10,21:30,2021-03-31,2021-10-26
IndiGo,6433,Mumbai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:25,22:45,2021-03-31,2021-10-26
IndiGo,238,Jaipur,Ahmedabad,Monday,07:55,09:25,2021-04-02,2021-10-22
IndiGo,369,Bengaluru,Ahmedabad,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:30,16:35,2021-03-31,2021-10-26
IndiGo,369,Bengaluru,Ahmedabad,Monday,15:45,17:55,2021-04-02,2021-10-22
IndiGo,452,Bengaluru,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:30,19:40,2021-03-31,2021-10-26
IndiGo,6779,Bengaluru,Ahmedabad,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",02:35,04:50,2021-10-27,2021-11-14
IndiGo,586,Bengaluru,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:10,08:30,2021-10-27,2022-03-28
IndiGo,452,Bengaluru,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:25,19:45,2021-10-27,2022-03-28
IndiGo,352,Pune,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:25,07:40,2021-03-31,2021-10-26
IndiGo,135,Pune,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",14:30,15:45,2021-03-31,2021-10-25
IndiGo,6145,Guwahati,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:15,16:20,2021-03-31,2021-10-26
IndiGo,237,Chennai,Ahmedabad,Monday,16:10,18:30,2021-04-02,2021-10-22
IndiGo,237,Chennai,Ahmedabad,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:10,18:30,2021-03-31,2021-10-26
IndiGo,6413,Chennai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:40,15:10,2021-10-27,2022-03-28
IndiGo,237,Chennai,Ahmedabad,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:10,18:40,2021-10-27,2022-03-28
IndiGo,5994,Hubli,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",09:45,11:20,2021-04-01,2021-10-26
IndiGo,5994,Hubli,Ahmedabad,Saturday,13:45,15:25,2021-03-31,2021-10-20
IndiGo,7737,Bhopal,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:00,16:10,2021-11-10,2022-03-28
IndiGo,948,Goa,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",02:10,03:55,2021-03-31,2021-10-26
IndiGo,202,Kolkata,Ahmedabad,Friday,12:50,15:35,2021-04-06,2021-10-26
